algo,experiment,desc,val_r2,val_mse,val_rmse,val_mae,train_r2,train_mse,train_rmse,train_mae,diff
dt,19,"hyper-params max_depth: 20, min_samples_leaf: 10 ",0.88883,171213.7216,413.7798,260.25794,0.9592,44401.31673,210.7162,112.02091,645.90241
dt,19,"hyper-params max_depth: 20, min_samples_leaf: 15 ",0.87092,198785.57082,445.85375,269.40886,0.94278,62279.05529,249.55772,130.6243,613.82846
dt,19,"hyper-params max_depth: 20, min_samples_leaf: 20 ",0.87616,190727.43378,436.72352,264.99611,0.93313,72779.84723,269.7774,144.88059,622.95869
dt,19,"hyper-params max_depth: 20, min_samples_leaf: 100 ",0.81777,280651.09445,529.76513,336.04687,0.87451,136578.2808,369.56499,215.49563,529.91708
dt,19,"hyper-params max_depth: 20, min_samples_leaf: 200 ",0.81702,281799.1742,530.8476,352.89619,0.83713,177255.28244,421.01696,256.93256,528.83461
dt,19,"hyper-params max_depth: 20, min_samples_leaf: 500 ",0.64728,543218.56884,737.03363,499.99196,0.66986,359300.10549,599.41647,376.92971,322.64858
dt,19,"hyper-params max_depth: 50, min_samples_leaf: 1 ",0.81276,288364.96607,536.99624,310.59426,1.0,0.0,0.0,0.0,522.68597
dt,19,"hyper-params max_depth: 50, min_samples_leaf: 2 ",0.86111,213897.41892,462.49045,279.03596,0.99425,6259.95675,79.11989,36.14311,597.19176
dt,19,"hyper-params max_depth: 50, min_samples_leaf: 5 ",0.89318,164511.5819,405.60027,254.12375,0.97711,24910.50806,157.83063,81.06483,654.08194
dt,19,"hyper-params max_depth: 50, min_samples_leaf: 10 ",0.88847,171771.25382,414.45296,259.30937,0.95922,44387.06023,210.68237,111.93328,645.22925
dt,19,"hyper-params max_depth: 50, min_samples_leaf: 15 ",0.87125,198287.8914,445.29529,268.362,0.94278,62278.42244,249.55645,130.61942,614.38692
dt,19,"hyper-params max_depth: 50, min_samples_leaf: 20 ",0.8777,188349.34804,433.99234,263.51772,0.93313,72779.84723,269.7774,144.88059,625.68987
dt,19,"hyper-params max_depth: 50, min_samples_leaf: 100 ",0.81776,280660.97802,529.77446,336.18641,0.87451,136578.2808,369.56499,215.49563,529.90775
dt,19,"hyper-params max_depth: 50, min_samples_leaf: 200 ",0.81702,281799.1742,530.8476,352.89619,0.83713,177255.28244,421.01696,256.93256,528.83461
dt,19,"hyper-params max_depth: 50, min_samples_leaf: 500 ",0.64728,543218.56884,737.03363,499.99196,0.66986,359300.10549,599.41647,376.92971,322.64858
